,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
18,0009801bd85e5806,the mitsurugi point make no sense why not argue to include hindi on ryo sakazakis page to include more information,0,0,0,0,0,0
19,0009eaea3325de8c,dont mean to bother you i see that youre write something regard remove anything post here and if you do oh well but if not and you can acctually discuss this with me then even better id like to ask you to take a closer look at the premature wrestle death catagory and the men list in it surely these men belong together in some catagory is there anything that you think we can do with the catagory besides delting it,0,0,0,0,0,0
20,000b08c464718505,regarding your recent edits once again please read wp : filmplot before edit any more film article your edits be simply not good with entirely too many unnecessary detail and very bad write please stop before you do further damage the 45,0,0,0,0,0,0
21,000bfd0867774845,good to know about me yeah im study now deepu,0,0,0,0,0,0
22,000c0dfd995809fa,snowflakes be not always symmetrical under geometry it be state that a snowflake always have six symmetric arm this assertion be simply not true according to kenneth libbrecht the rather unattractive irregular crystal be by far the most common variety http : //www it caltech edu/~atomic/snowcrystals/myths/myths htm # perfection someone really need to take a look at his site and get facts off of it because i still see a decent number of falsity on this page forgive me im new at this and dont want to edit anything,0,0,0,0,0,0
23,000c6a3f0cd3ba8e,the signpost : 24 september 2012 read this signpost in full single page unsubscribe,0,0,0,0,0,0
24,000cfee90f50d471,re consider 1st paragraph edit i dont understand the reason for s recent edit of this article not that im sure that the data be necessarily wrong rather im persuade that the strategy of introduce academic honor in the first paragraph be an unhelpful approach to this specific subject i note that article about other sit justices have be similarly enhance ; and i also believe those change be no improvement in support of my view that this edit should be revert i would invite anyone to re visit article write about the following pair of jurist a1 benjamin cardozo a2 learned hand b1 john marshall harlan b2 john marshall harlan ii the question become : would the current version of the wikipedia article about any one of them or either pair be improve by academic credential in the introductory paragraph i think not perhaps it help to repeat a wry argument kathleen sullivan of stanford law make when she suggest that some on the harvard law faculty wonder how antonin scalia avoid learn what others have manage to grasp about the process of judging i would hope this anecdote gently illustrate the point less humorous but an even stronger argument be the one clarence thomas make when he mention want to return his law degree to yale at a minimum im question this edit it deserve to be reconsider,0,0,0,0,0,0
25,000eefc67a2c930f,radial symmetry several now extinct lineage include in the echinodermata be bilateral such a homostelea or even asymmetrical such a cothurnocystis stylophora,0,0,0,0,0,0
26,000f35deef84dc4a,theres no need to apologize a wikipedia article be make for reconcile knowledge about a subject from different source and youve do history study and not archaeology study i guess i could scan the page e mail it to you and then you could ask someone to translate the page,0,0,0,0,0,0
27,000ffab30195c5e1,yes because the mother of the child in the case against michael jackson be study in here motif and reasoning and judged upon her character just a harshly a wacko jacko himself dont tell me to ignore it and incriminate myself i be go to continue refute the bullshit that jayjg keep throw at me 18:01 16 jun 2005 utc,0,0,0,0,0,0
28,0010307a3a50a353,ok but it will take a bit of work but i cant quite picture it do you have an example i can base it on the duck,0,0,0,0,0,0
29,0010833a96e1f886,== a barnstar for you == the real life barnstar let u be the star,0,0,0,0,0,0
30,0011cc71398479c4,how could i post before the block expire the funny thing be you think im be uncivil,0,0,0,0,0,0
31,00128363e367d703,not sure about a heading of fight for freedom what will it contain,0,0,0,0,0,0
32,001325b8b20ea8aa,praise look at this article about 6 month ago much improve ],0,0,0,0,0,0
33,001363e1dbe91225,i be able to post the above list so quickly because i already have it in a text file in my hard drive ive be mean to get around to update the sound list for some time now as far a generate interest ive spend four year try to drum up more interest in freely license full length classical music unfortunately my attempt fail im still effectively the only one who do it the classical music wikiproject be not interested wikipedia_talk : wikiproject_classical_music/archive_5 # need_help 21wikipedia_talk : wikiproject_music/archive_3 # i_could_use_some_helpwikipedia_talk : wikiproject_music/archive_2 # raulbot 2c_and_the_music_list so i really have give up try to interest others the sound list be feature on digg a while back http : //digg com/music/wikipedia_has_free_classical_music_downloads it get 1600 diggs which be imo very impressive,0,0,0,0,0,0
34,0013a8b1a5f26bcb,well not before the process but before how we do thing with subpages his rfa be list on noseptembers page and you can find it if you look september 2004 i think i have my difference with el_c to be sure but be surprise to see a block so i leave a note ++ : t/c,0,0,0,0,0,0
35,00148d055a169b93,not at all you be make a straw man argument here i never claim odonohue have that position rather that practitioner and researcher in the field ignore the dsm position which be exactly what the quote say and also something odonohue agree with again i be combat the notion that it be a absurd part to claim that pedophilia be a sexual orientation since many researcher hold this position it would be unfair to call it absurd the disorder part be divide in the field some argue that it be not a disorder at all some do at the end of the day it be a value judgment a cantor point out earlier in the thread not a scientific judgement if we choose to make this value judgment in the article it should be state clearly and not pretend to have a scientific basis,0,0,0,0,0,0
36,00151a9f93c6b059,mainland asia include the lower basin of chinas yangtze river a well a korea but be specific be fine too i just find a citation for a more comprehensive dna study by hammer below rather than our generarizations and speculation so far citation for yayoi culture be bring to japan by migrant from korea who in turn trace their root to southeast asia/south china 2005 dna study by hammer describes the yayoi migration from korea base on the o sry 465 gene and other gene with close lineage haplogroups o m122 and o m95 reiterates that the entire o haplogroup have be propose to have a southeast asian origin their definition of southeast asia include southern china then hypothesize that the dispersal of neolithic farmer from southeast asia also bring haplogroup o lineages to korea and eventually to japan in the concluding paragraph it state we propose that the yayoi y chromosome descend from prehistoric farmer that have their origin in southeastern asia perhaps go back to the origin of agriculture in this region hammers dna study be base on a global sample consist of > 2 500 male from 39 asian population include six population sample from across the japanese archipelago,0,0,0,0,0,0
37,0015f4aa35ebe9b5,pretty much everyone from warren county/surrounding region be bear at glen fall hospital myself include however im not sure this qualify anyone a be a glen fall native rachel ray be i believe actually from the town of lake luzerne —the preceding unsigned comment be add by 70 100 229 154 04:28:57 august 19 2007 utc,0,0,0,0,0,0
38,00169857adbc989b,hi explicit can you block o fenian for edit warring on the giants causeway wp he have make several edits which can only be describe a terrorism,0,0,0,0,0,0
39,0016e01b742b8da3,notability of rurika kasuga a tag have be place on rurika kasuga request that it be speedily delete from wikipedia this have be do because the article seem to be about a person group of people band club company or web content but it do not indicate how or why the subject be notable that be why an article about that subject should be include in wikipedia under the criterion for speedy deletion article that do not assert notability may be delete at any time please see the guideline for what be generally accept a notable and if you can indicate why the subject of this article be notable you may contest the tagging to do this add on the top of the page below the exist db tag and leave a note on the article talk page explain your position please do not remove the speedy deletion tag yourself but dont hesitate to add information to the article that would confirm it subject notability under the guideline for guideline on specific type of article you may want to check out our criterion for biography for web site for band or for company feel free to leave a note on my talk page if you have any question about this,0,0,0,0,0,0
40,001735f961a23fc4,sure but the lead must briefly summarize armenias history i simply add what i find necessary if anyone think this or that sentence be redundant for the lead they be welcome to remove make edits talk,0,0,0,0,0,0
41,00173958f46763a2,tfd i think we just eced i think we respond to each other without see each others responses i add something in response to yours but dont know if you saw mine t/c//wp : chicago/wp : four,0,0,0,0,0,0
42,001810bf8c45bf5f,you be gay or antisemmitian archangel white tiger meow greetingshhh uh there be two way why you do erase my comment about ww2 that holocaust be brutally slay of jews and not gays/gypsys/slavs/anyone 1 if you be anti semitian than shave your head bald and go to the skinhead meeting 2 if you doubt word of the bible that homosexuality be a deadly sin make a pentagram tatoo on your forehead go to the satanistic mass with your gay pal 3 first and last warning you fuck gay i wont appreciate if any more nazi shwain would write in my page i dont wish to talk to you anymore beware of the dark side,1,0,1,0,1,1
43,00190820581d90ce,fuck your filthy mother in the ass dry,1,0,1,0,1,0
44,001956c382006abd,im sorry im sorry i screw around with someone talk page it be very bad to do i know how have the template on their talk page help you assert your dominance over them i know i should bow down to the almighty administrator but then again im go to go play outside with your mom 76 122 79 82,1,0,0,0,0,0
45,001b2dd65d9d925c,i dont believe the lisak criticism present there conform with the npv rule lisak doesnt have a neutral point of view to begin with if an offer to polygraph or even concerned review of polygraph result shock a complainant into think her lie have be uncover the recantation be still perfectly valid if you know you be tell the truth you will argue with machine or investigator also part of kanins research be a followup of the recanted story where possible to verify if any be false recantation in all followups the recanted version of event match what the accuse say happen arguing that lisak be a respected phd be baseless if kanin be a respected phd i agree that my edit wasnt a neutral a possible though so apologize for that still something must be do here,0,0,0,0,0,0
46,001c419c445b5a59,you have a point and it now ammended with appropriate encyclopedic notability/significance,0,0,0,0,0,0
47,001c557175094f10,in other word youre too lazy to actually point anything out until you change that approach the tag go,0,0,0,0,0,0
48,001cadfd324f8087,as for your claim of stalk that be absolute rubbish and serve only to aggravate the situation i have assume good faith and good intention on your part and have never suggest or see reason to suggest that you might have some ulterior motive in mass add link to one specific company web page nor for that matter have i ever make any suggestion that this be an administrative matter or even mention such a role clearly a a party to this disagreement i would not do so at any rate a it would be a conflict of interest i would ask that you thus extend the same good faith toward me rather than make spurious and unfounded accusation chatspy,0,0,0,0,0,0
49,001d874a4d3e8813,: : : :jmabel ; in regard to predominant scholary consensus who be it that allegedly claim despite third way rhetoric fascism in power function rather consistently a a right wing force as far a im aware own numerous book on the subject that be not the scholary consensus at all the consensus develop by respected scholar of fascism who write in a manner which be not bias to any interest group such a roger griffin hamish mcdonald roger eatwell and zeev sternhell all recongise fascism a a third way a the reference show the only dissenter im aware of who seem to think fascism have absoutely no leftist connection and be merely a radical right system be street level socialist who want to put a much distance between the movement a possible this of course do not come from educate people in a position to write book for example even the foremost scholary expert on fascism and a former member of both the communist party and then socialist party of italy renzo de felice doesnt try to cover up it socialistic origin and third way status this be a man who have write a definitive seven volume piece on mussolini,0,0,0,0,0,0
50,001d8e7be417776a,bi you say you want to talk at the bottom of the lead section you have write : its promoter speculate in 1994 that the skyhook concept could be cost competitive with what be realistically think to be achievable use a space elevator but the skyhook be not competitive with other rotate tether concept in addition the rotate skyhook be in fact deem not engineeringly feasible use presently available material regarding : in addition the rotate skyhook be in fact deem not engineeringly feasible use presently available material that statement appear to come from ref [ 3 ] on page 10 the full quote be if the mass of the tether alone start to exceed 200 time the mass of the payload then that be an indication the particular scenario be consider be not engineeringly feasible use presently available material although the application might become feasible in the near future a better material become available with higher tensile strength at higher operational temperature it then go on to say as we shall see presently available commercial material will suffice to make the hastol tether need the primary message we want to leave with the reader be : “we dont need magic material like ‘buckminster fuller carbon nanotubes’ to make the space tether facility for a hastol system existing material will do ” so it would appear that you misread your reference the tether mass of 200 time mass of the payload mass be the upper limit to the problem systems where the tether mass be le than 200 time the payload mass can be build with presently available commercial material to further reinforce this the conclusion to the report state the fundamental conclusion of the phase i hastol study effort be that the concept be technically feasible we have evaluate a number of alternate system configuration that will allow hypersonic air breathe vehicle technology to be combine with orbit spin space tether technology to provide a method of move payload from the surface of the earth into earth orbit for more than one hastol architecture concept we have develop a design solution use exist or near term technology we expect that a number of the other hastol architecture concept will prove similarly technically feasible when subject to detail design study the system be completely reusable and have the potential of drastically reduce the cost of earth to orbit space access regarding : but the skyhook be not competitive with other rotate tether concept and a 2000 boeing report on the possibillity of combine skyhook with hypersonic plane conclude that in general the non spin tether hyperskyhook concept do not look competitive with the spin tether concept the full quote be : hyperskyhook in 1995 zubrin propose the “hypersonic skyhook” a a solution to the mismatch between the attainable atmospheric speed of a hypersonic airplane and the orbital speed of space tether since the orbital speed of the space tether decrease with increase altitu,0,0,0,0,0,0
51,001dc38a83d420cf,get fucked up get fuckeeed up got a drink that you cant put down / get fuck up get fucked up im fucked up right now,1,0,1,0,0,0
52,001e89eb3f0b0915,are you threaten me for dispute neutrality i know in your country it quite common to bully your way through a discussion and push outcome you want but this be not russia,0,0,0,0,0,0
53,001ee16c46a99262,thanks undeletion be more than id hop for im research the status of texas government include local government copyright status but it slow go apparently work of the florida government be usually public domain but we dont have a similar article on texas so i guess ill have to research the old fashioned non lazy actually reliable way or ask the copyright help desk like you suggest in the meantime im use the fair use rationale since it valid while the image be use in an article thanks again,0,0,0,0,0,0
54,001ffdcc3e7fb49c,awesome then ill simply disregard your notice thanks,0,0,0,0,0,0
55,0020e7119b96eeeb,stupid peace of shit stop delete my stuff asshole go die and fall in a hole go to hell,1,1,1,0,1,0
56,0020fd96ed3b8c8b,#NAME?,1,0,1,0,1,0
57,00218d74784ce50b,ga review ii im sorry to say this but i have to fail this article gan the several major problem that bring up in this article previous ga assessment have not be issue as s/he have say before me he article wp : lead should be longer the history media attention academics student government demographics trivia and additional information section be very deficient in citiations also triva and additional information should be integrate into the rest of the article again please look over wp : wiaga and fix these problem then renominate it for ga class however i have re assess this article a b class a it do meet b class criterion my regard,0,0,0,0,0,0
58,0021fe88bc4da3e6,my band pages deletion you think i be go deleting the comment i post on your talk page do not delete my feeling for your hasty decision to delete my page you sir be still a cock suck douche fuck sit back for a second and think about what your life have become done that didnt take long do it nope because a i be most certainly aware your life be a shitstorm of sit in front of the computer masturbate to fictional creature your attempt to get rid of me be mediocre at best you be constantly suck the dick of failure you dont want a personal attack huh well too bad fuckcock mcdickerson youve get one from me you can go ahead and delete my profile from wikipedia ill just make another one and come right back to syrthisss talk page and insult the dick off of you how could you shatter the dream of an innocent eighteen year old college freshman try to make a name for his band does that make you happy fucking with people because youre an overweight single old man in a dead end job did you spot that perhaps someone else be go to follow his dream and you be try to hold him back so somebody else could suffer like you yes you do i dont make empty threat so i wont be say anything along the line of ill hurt you or ill eat the child from within your sister womb but i will say that you be a asshole son of a bitch mother fuck cock sucker so go eat some more food and drown your sorrow you premature ejaculate bald head fuck you should do something nice for yourself maybe go grab a couple of horny goat weeds from your local convenience store and jack off for a little longer than three minute tonight sincerely an asshole thats better than you in every way,1,0,1,0,0,0
59,002264ea4d5f2887,why cant you believe how fat artie be did you see him on his recent appearence on the tonight show with jay leno he look absolutely awful if i have to put money on it id say that artie lange be a cant miss candidate for the 2007 dead pool kindly keep your malicious finger off of my above comment everytime you remove it i will repost it,1,0,0,0,0,0
60,00229d44f41f3acb,locking this page would also violate wp : newbies whether you like it or not conservative be wikipedians too,0,0,0,0,0,0
61,0022cf8467ebc9fd,a bisexual like a homosexual or a heterosexual be not define by sexual activity much like a 15 year old boy who be attract to a girl sexually but have never have sex be still straight a person who be actually sexually attracted/aroused by the same sex a well a the opposite sex be bisexual,0,0,0,0,0,0
62,0023daf96917e0d0,redirect talk : frank herbert mason,0,0,0,0,0,0
63,002746baedcdff10,christian arab hi could you please stop enforce the category christian arab on non arabic christians living in the middle east this be wrong we middle eastern christians though not arab have go through arabization and that need to stop we be not arab we have our own ethnicity and we shouldnt be force to be call christian arab if a christian european be bear in the middle east should he be call a christian arab because of that reason alone please understand they be syriac christians i e of assyrian ancestry and most of them speak aramaic though a lot of them be forget it as someone who speak aramaic you should respect this fact and not appease muslim who want to call everyone arab just because theyre in the middle east we be not closely relate to the arab from saudiarabia we have our own ethnicity please stop force upon u some alien arab ethnicity thats oppression |talk 12:17 26 jun 2007 utc,0,0,0,0,0,0
64,00280c0d0652b366,dh dude abc officially say this be the name for that episode i do know there be already an episode with that name but abc say it everybodys says dont,0,0,0,0,0,0
65,0028d62e8a5629aa,all of my edits be good cunts like you who revert good edits because youre too stupid to understand how to write well and then revert other edits just because youve decide to bear a playground grudge be the problem maybe one day youll realise the damage you do to a noble project 201 215 187 159,1,0,1,0,1,0
66,00290e2a171dd073,neilns bang on you arent be harass at all if you dont edit disruptively you dont get revert –talk,0,0,0,0,0,0
67,002918ae66cc4bc2,i go there around the same time he do and that certainly be not the case at the time later on they stop take child from such a young age,0,0,0,0,0,0
68,0029541a38c523a0,there must be some chemical imbalance in your brain are you ok the gibberish you guy be write really make me feel sorry for you dont ever go to law school you would do the legal profession bad,0,0,0,0,0,0
69,0029b87aa9c7dc4a,parzival418 you be try to scare thatso how can you say that the comment of thatso be insult thatso be try to suggest that there should be no original research in the wikipedia and he be right,0,0,0,0,0,0
70,002a13f2896596fa,oppose – as the article stand it do not properly reference under the wp : reference guideline if this issue be resolve i dont any issue with it be move to the mainspace ??¤ • ¢,0,0,0,0,0,0
71,002a6beca33307b3,i would appreciate an apology from both of you but i can see that be unlikely if not please dont waste my time any longer with attempt at try justify either your or plasma physics transgression toward me or bother me any longer about this issue and i shall leave you alone and seek others here who deserve my considerate attention,0,0,0,0,0,0
72,002b90cc8a94c76b,they be not original research they be point in the episode,0,0,0,0,0,0
73,002c9cccf2f1d05b,ambiguous so mabuska irish can mean more than one thing i will qoute you on that thanks — preceding unsigned comment add by 109 77 58 139 of course it can the word irish wasnt invent on the establishment of the irish free state talk quote me all you want it depend on the context of the term when it be use a to whether it applicable or not note how i say citizenship and ethnicity i never mention nationality which be the real key mean the nationality meaning of the term be the predominantly use form on wikipedia in nationality term it refer to the republic of ireland but you already know that im sure talk in nationality term it refer to the republic of ireland no such country so nationality term it refer to ireland — preceding unsigned comment add by 109 76 191 188 oh wow ireland a in ireland the state whose official description be the republic of ireland whats the point in this inane conversation talk ireland whose official name be ireland — preceding unsigned comment add by 109 76 191 188 http : //www constitution ie/reports/constitutionofireland pdf reading for you also i see http : //www constitution ie/reports/mbunreachtnaheireann pdf a you speak both — preceding unsigned comment add by 109 78 224 50,0,0,0,0,0,0
74,002d6c9d9f85e81f,while the magazine masthead say time the corporate name be time inc you can easily look this up on the other hand abn amro be always the corporate name you can look this up a well,0,0,0,0,0,0
75,002e2d3db2b597c4,take your belated and piffle prevarication elsewhere too late for here,0,0,0,0,0,0
76,002f0e29c60807b1,thats what im look through it look like he be just be an all around dick on talk page though its nothing too bad though look more like an inability to express himself properly thank you for your concern also cheers,0,0,0,0,0,0
77,0030614cfd96d9d1,in the same direction be it really necessary to name all the us state who recognize it why not give just the number of state this be not an american encyclopedia but an universal one i dont see why every single us state which recognize it should be name ix,0,0,0,0,0,0
78,00316bcc0d1bc6e0,20 december 2006 utc you must not play metal gear solid 2 that often gw be the arsenal gear a i that go haywire after solid snake upload emmas virus 19:32,0,0,0,0,0,0
79,003217c3eb469ba9,hi i be back again last warning stop undoing my edits or die,1,0,0,1,0,0
80,00328eadb85b3010,minimization of textile effluent a propose deletion template have be add to the article minimization of textile effluent suggest that it be delete accord to the propose deletion process all contribution be appreciate but this article may not satisfy wikipedias criterion for inclusion and the deletion notice should explain why see also what wikipedia be not and wikipedias deletion policy you may prevent the propose deletion by remove the notice but please explain why you disagree with the propose deletion in your edit summary or on it talk page also please consider improve the article to address the issue raise even though remove the deletion notice will prevent deletion through the propose deletion process the article may still be delete if it match any of the speedy deletion criterion or it can be send to articles for deletion where it may be delete if consensus to delete be reach if you agree with the deletion of the article and you be the only person who have make substantial edits to the page please add to the top of minimization of textile effluent,0,0,0,0,0,0
81,0033b9d5ccd499fb,is it scientific to attribute an event a to cause b where cause b be deliberate design with some sort of intelligent intent dont answer the question beyond that well the problem with not answer beyond that be that your example be completely rig there be several major fundamental problem here first you completely fail to mention the fact that the intelligence behind id be quite literally not of this earth natural science might look at a honeycomb see it be build by bee and then find an odd look fossilize honeycomb and theorize that it be make by odd look bee that be fundamentally different than say it be make by something not of this earth id have at it core the notion that something outside the system we can observe be at cause here this be not science in any sense of the word it be mythology when paul bunyan be have a wrestling match with babe his blue ox they kick up so much dirt they create the great lakes no evidence of paul and his ox remain i mean really second natural science take an approach to knowledge that nothing be know scientific law unless it be irrefutable theories must have heavy support empirical data to back it up id turn this on it head and do an end run around knowledge and play game with probability if no one can say how flagellum on bacteria could have form naturally how in the hell can id proponent come up with any sort of mathematically accurate probability of flagellum naturally form on bacteria if you dont understand it you cant do statistic on it id jump right over that hurdle and take anything that doesnt have a complete detailed natural explanation and jam in their own statistic that say well it so improbable for this to happen that someone must have design it this be such a perversion of science you can assign probability to something you dont understand id be just make up their number finally your example have a > b where b be deliberate design thats all well and good for a rigged example except that with respect to life on earth b be unknown your a > b example might qualify a forensic science if a be a dead body and b be a bullet in the heart you see a bunch of dead body with bullet through the heart the next time you see a body with a bullet through the heart you can probably figure thats what kill him you dont have that with life on earth you have one scenario a and you have no other case to observe or test so in that sense a > b be not scientific if youve never actually observe b btw b be teh intelligent designer which have never be observe so in that sense no it isnt science,0,0,0,0,0,0
82,0034065c7b12a7a2,screwjob hey i notice your comment on the montreal screwjob discussion page i decide since nobody except someone with no account object to what you say i would atleast change the page a little to make it fair i just want to tell you because i think you would like to know i only change a few word at the top of the first paragraph and add something to the second one if your not bother thats fine but i think since you be fight for and nothing be even say i might aswell tell you,0,0,0,0,0,0
83,00349c6325526c11,april 2006 thank you for experiment with the page andy griffith on wikipedia your test work and have be revert or remove please use the sandbox for any other test you want to do take a look at the welcome page if you would like to learn more about contribute to our encyclopedia,0,0,0,0,0,0
84,0034d7c78cfa6dee,christ iq be select for therefore every population have the same iq never cease to amaze me,0,0,0,0,0,0
85,0035d638ba684122,can you prove it isnt if you have a better knowledge of the english language it would have be obvious to you,0,0,0,0,0,0
86,0036621e4c7e10b5,would you both shut up you dont run wikipedia especially a stupid kid,1,0,0,0,1,0
87,0036e50f42d0b679,oh it me vandalise xd see here greetings,0,0,0,0,0,0
88,0037e59caead9dab,website hey all i be think of get myself a website to display my picture and this be the cheapest thing i could find i dont know about others but fir and diliff you guy have website do you think it be legit could you provide any better alternative help from any other guild member be also appreciated thanks talk,0,0,0,0,0,0
89,0037fe4f8f5cdcfb,thanks read there now,0,0,0,0,0,0
90,0038d1dc2ad29469,personal attack in fruit brute vfd my apology if im be to critical but i feel that many of the comment make in the fruit brute vfd debate be far from reasonable there have to be a more diplomatic way to disagree with s assertion on the initial sentence than dont lie it make you look even more juvenile learn to face up to when youve goof it will go a long way in your life the attack do to his age certainly border on a personal attack were bart133 forty sixty or eighty would you have include the comment on how juvenile he be i dont expect you to apologise to anyone but i want to make it clear that i consider your comment in this vfd debate inappropriate and i think their be many member of the community who would agree with me talk 06:46 2005 feb 7 utc,0,0,0,0,0,0
91,0038f191ffc93d75,transliteration of russian place name in write about moscow metro for the malayalam wikipedia we be find it difficult to correctly transliterate the russian place name for example do we pronounce park kultury a paark kalttari or paark kalchchari or perhaps something completely different can somebody please help by transliterate the list give in http : //ml wikipedia org/wiki/?????? : ??????_?????? i be not put the list here a i dont want to clutter up this page thanks,0,0,0,0,0,0
92,003910ffa2f50517,almost get me too ; i have to look it up to see if it be real talk,0,0,0,0,0,0
93,00397b264deba890,how can one defame someone who think the fort hood shooting be justify by gods law,0,0,0,0,0,0
94,003a19c04c079bf7,lack of balance this article be seriously out of balance it would benefit greatly from the introduction of additional information about the negative aspect of the t 34 just for the record this sort of balance problem be not uncommon when there be an over dependence on the work of a particular author for example testing and evaluation of a t 34 by the us army ordnance dept expose some very serious problem with the tank this type of information should be include in the article to bring it back into balance,0,0,0,0,0,0
95,003b9f448ee4a29d,thanks i can see that violate clearly state wikipedia policy be no problem with some people a be now be review elsewhere finishing up one other wiki project todsy and then spend the rest of the day on an important personal blog entry then ill go find other discussion of james petras fascinate discussion of the use of the term jewish lobby so that i dont have to put back up the deleted dissident voice article right away per talk : jewish_lobby # wp : v_ _comparing_jewish_virtual_library_and_dissident_voice carol moore talk,0,0,0,0,0,0
96,003bd094feef5263,hi thanks for our kind word see you around talk,0,0,0,0,0,0
97,003caacc6ce6c9e9,collusion in poker this be regard a most heinous form of cheat in poker perhaps some mention of this or example be warrant,0,0,0,0,0,0
98,003d77a20601cec1,thanks much however if it be resolve why be it that today when i didnt write anything in edit summary camera put it ad in my edit summary box 1equalvoice1 talk,0,0,0,0,0,0
